"gi","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop","amplicon_length","taxid","species","superkingdom","kingdom","phylum","subphylum","superclass","class","subclass","order","family","subfamily","genus","infraorder","subcohort","superorder","superfamily","tribe","subspecies","subgenus","species.group","parvorder","varietas"
NA,"OM649948.1",135,0,0,610,593,476,493,476,610,99,989338,"Propithecus perrieri","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650112.1",135,0,0,630,613,496,513,496,630,99,30601,"Propithecus tattersalli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650111.1",135,0,0,630,613,496,513,496,630,99,30601,"Propithecus tattersalli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650110.1",135,0,0,630,613,496,513,496,630,99,30601,"Propithecus tattersalli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650109.1",135,0,0,630,613,496,513,496,630,99,30601,"Propithecus tattersalli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650108.1",135,0,0,630,613,496,513,496,630,99,30601,"Propithecus tattersalli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650107.1",135,0,0,630,613,496,513,496,630,99,30601,"Propithecus tattersalli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650106.1",135,0,0,630,613,496,513,496,630,99,30601,"Propithecus tattersalli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650105.1",135,0,0,630,613,496,513,496,630,99,30601,"Propithecus tattersalli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650104.1",135,0,0,630,613,496,513,496,630,99,30601,"Propithecus tattersalli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650103.1",135,0,0,630,613,496,513,496,630,99,30601,"Propithecus tattersalli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650102.1",135,0,0,630,613,496,513,496,630,99,30601,"Propithecus tattersalli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650101.1",135,0,0,630,613,496,513,496,630,99,30601,"Propithecus tattersalli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650100.1",135,0,0,630,613,496,513,496,630,99,30601,"Propithecus tattersalli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650099.1",135,0,0,630,613,496,513,496,630,99,30601,"Propithecus tattersalli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650098.1",135,0,0,630,613,496,513,496,630,99,30601,"Propithecus tattersalli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650097.1",135,0,0,630,613,496,513,496,630,99,30601,"Propithecus tattersalli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650096.1",135,0,0,630,613,496,513,496,630,99,30601,"Propithecus tattersalli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650071.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650070.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650069.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650068.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650067.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650066.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650065.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650064.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650063.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650062.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650061.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650060.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650059.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650058.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650057.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650056.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650055.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650054.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650053.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650052.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650051.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650050.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650049.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650048.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650047.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650046.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650045.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650044.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650043.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650042.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650041.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650040.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650039.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650038.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650037.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650036.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650035.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650034.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650033.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650032.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650031.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OX090952.1",136,0,0,83687179,83687196,83687314,83687297,83687179,83687314,100,10181,"Heterocephalus glaber","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Bathyergidae",NA,"Heterocephalus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OX090971.1",136,0,0,1004,987,869,886,869,1004,100,10181,"Heterocephalus glaber","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Bathyergidae",NA,"Heterocephalus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OX090939.1",136,0,0,1004,987,869,886,869,1004,100,10181,"Heterocephalus glaber","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Bathyergidae",NA,"Heterocephalus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OX090929.1",136,0,0,42604262,42604245,42604127,42604144,42604127,42604262,100,10181,"Heterocephalus glaber","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Bathyergidae",NA,"Heterocephalus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OX090920.1",136,0,0,71505643,71505626,71505508,71505525,71505508,71505643,100,10181,"Heterocephalus glaber","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Bathyergidae",NA,"Heterocephalus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OK323274.1",135,0,0,626,609,492,509,492,626,99,269649,"Chionomys nivalis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Cricetidae","Arvicolinae","Chionomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OK323273.1",135,0,0,626,609,492,509,492,626,99,269649,"Chionomys nivalis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Cricetidae","Arvicolinae","Chionomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OK323272.1",135,0,0,625,608,491,508,491,625,99,269649,"Chionomys nivalis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Cricetidae","Arvicolinae","Chionomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OK323271.1",135,0,0,625,608,491,508,491,625,99,269650,"Chionomys roberti","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Cricetidae","Arvicolinae","Chionomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OK323270.1",135,0,0,625,608,491,508,491,625,99,269650,"Chionomys roberti","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Cricetidae","Arvicolinae","Chionomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OK323269.1",135,0,0,625,608,491,508,491,625,99,269650,"Chionomys roberti","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Cricetidae","Arvicolinae","Chionomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ540029.1",134,0,0,622,605,489,506,489,622,98,2866131,"Acomys mullah","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Deomyinae","Acomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ540028.1",134,0,0,621,604,488,505,488,621,98,60743,"Acomys sp.","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Deomyinae","Acomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ131560.1",135,0,0,631,614,497,514,497,631,99,2954920,"Chingawaemys sp. LAV1667","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Chingawaemys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ131545.1",135,0,0,630,613,496,513,496,630,99,2866652,"Colomys sp. l TG-2021","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Colomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065071.1",135,0,0,627,610,493,510,493,627,99,337582,"Hylomyscus aeta","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Hylomyscus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065072.1",135,0,0,626,609,492,509,492,626,99,34858,"Hylomyscus alleni","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Hylomyscus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065073.1",135,0,0,627,610,493,510,493,627,99,1427027,"Hylomyscus endorobae","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Hylomyscus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065074.1",135,0,0,627,610,493,510,493,627,99,1680147,"Hylomyscus kerbispeterhansi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Hylomyscus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065075.1",135,0,0,629,612,495,512,495,629,99,209855,"Hylomyscus parvus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Hylomyscus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"ON380917.1",135,0,0,626,609,492,509,492,626,99,121566,"Lemniscomys rosalia","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Lemniscomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065079.1",135,0,0,631,614,497,514,497,631,99,2819595,"Mastomys angolensis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Mastomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ131551.1",135,0,0,629,612,495,512,495,629,99,35658,"Mastomys coucha","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Mastomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065076.1",135,0,0,628,611,494,511,494,628,99,41268,"Mastomys erythroleucus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Mastomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065077.1",135,0,0,628,611,494,511,494,628,99,485425,"Mastomys kollmannspergeri","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Mastomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ131554.1",135,0,0,628,611,494,511,494,628,99,10112,"Mastomys natalensis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Mastomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065080.1",135,0,0,628,611,494,511,494,628,99,485437,"Myomyscus brockmani","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Myomyscus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ131558.1",135,0,0,622,605,488,505,488,622,99,2042645,"Myomyscus sp. ETH0898","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Myomyscus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065081.1",135,0,0,625,608,491,508,491,625,99,485438,"Myomyscus verreauxii","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Myomyscus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ131561.1",135,0,0,627,610,493,510,493,627,99,2954914,"Praomys daltoni complex sp. clade A","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Praomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ131562.1",135,0,0,631,614,497,514,497,631,99,2954915,"Praomys daltoni complex sp. clade C1","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Praomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ131563.1",135,0,0,630,613,496,513,496,630,99,2954916,"Praomys daltoni complex sp. ecotype derooi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Praomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
