"gi","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop"
"1108487043","KY039212.1",134,0,1,641,624,508,525,508,641
"1108487029","KY039211.1",134,0,1,641,624,508,525,508,641
"1108487015","KY039210.1",134,0,1,641,624,508,525,508,641
"1108487001","KY039209.1",134,0,1,641,624,508,525,508,641
"1108486987","KY039208.1",134,0,1,641,624,508,525,508,641
"1108486973","KY039207.1",134,0,1,641,624,508,525,508,641
"1108486959","KY039206.1",134,0,1,641,624,508,525,508,641
"1108486945","KY039205.1",134,0,1,641,624,508,525,508,641
"1108486931","KY039204.1",134,0,1,641,624,508,525,508,641
"1108486917","KY039203.1",134,0,1,641,624,508,525,508,641
"1108486903","KY039202.1",134,0,1,641,624,508,525,508,641
"1108486889","KY039201.1",134,0,1,641,624,508,525,508,641
"1108486875","KY039200.1",134,0,1,641,624,508,525,508,641
"1108486861","KY039199.1",134,0,1,641,624,508,525,508,641
"1108486847","KY039198.1",134,0,1,641,624,508,525,508,641
"1108486833","KY039197.1",134,0,1,641,624,508,525,508,641
"1108486819","KY039196.1",134,0,1,641,624,508,525,508,641
"1108486805","KY039195.1",134,0,1,641,624,508,525,508,641
"1108486791","KY039194.1",134,0,1,641,624,508,525,508,641
"1108486777","KY039193.1",134,0,1,641,624,508,525,508,641
"1108486763","KY039192.1",134,0,1,641,624,508,525,508,641
"1108486749","KY039191.1",134,0,1,641,624,508,525,508,641
"1108486735","KY039190.1",134,0,1,641,624,508,525,508,641
"1108486721","KY039189.1",134,0,1,641,624,508,525,508,641
"1108486707","KY039188.1",134,0,1,641,624,508,525,508,641
"1102318230","KX929920.1",134,0,1,247,230,114,131,114,247
"1102318224","KX929914.1",141,0,1,275,258,135,152,135,275
"1102318223","KX929913.1",141,0,1,254,237,114,131,114,254
"1102318222","KX929912.1",140,0,1,247,230,108,125,108,247
"1102318200","KX929890.1",134,0,1,250,233,117,134,117,250
"1102318195","KX929885.1",137,0,1,254,237,118,135,118,254
"1090895261","KX151654.1",137,0,1,646,629,510,527,510,646
"1090895013","KX151653.1",137,0,1,648,631,512,529,512,648
"1090894963","KX151652.1",137,0,1,653,636,517,534,517,653
"1090894933","KX151651.1",137,0,1,646,629,510,527,510,646
"1090894852","KX151650.1",137,0,1,645,628,509,526,509,645
"1090894748","KX151649.1",138,0,1,648,631,511,528,511,648
"1090894714","KX151648.1",137,0,1,648,631,512,529,512,648
"1090894670","KX151647.1",137,0,1,650,633,514,531,514,650
"1090894440","KX151646.1",139,0,1,648,631,510,527,510,648
"1090894420","KX151645.1",139,0,1,648,631,510,527,510,648
"1090894396","KX151644.1",137,0,1,646,629,510,527,510,646
"1090894334","KX151643.1",137,0,1,646,629,510,527,510,646
"1090894194","KX151642.1",138,0,1,651,634,514,531,514,651
"1369123158","NC_037219.1",137,0,1,645,628,509,526,509,645
"1074805498","KX151183.1",138,0,1,646,629,509,526,509,646
"1034702560","KX150853.1",137,0,1,650,633,514,531,514,650
"1031877129","KX014715.1",135,0,1,643,626,509,526,509,643
"1028326092","KU873081.1",137,0,1,648,631,512,529,512,648
"1027253496","KU746824.1",135,0,1,649,632,515,532,515,649
"1026245059","KU721838.1",134,0,1,641,624,508,525,508,641
"1009080549","KT347599.1",134,0,1,644,627,511,528,511,644
"1002096890","KT823694.1",135,0,1,582,565,448,465,448,582
"1002096889","KT823693.1",134,0,1,582,565,449,466,449,582
"1079280859","KU951280.1",134,0,1,642,625,509,526,509,642
"1078190947","KU892590.1",134,0,1,645,628,512,529,512,645
"1078190919","KU892588.1",134,0,1,643,626,510,527,510,643
"1072897505","KU873080.1",133,0,1,639,622,507,524,507,639
"939709589","KT698063.1",134,0,1,643,626,510,527,510,643
"939709533","KT698059.1",134,0,1,642,625,509,526,509,642
"939709491","KT698056.1",134,0,1,643,626,510,527,510,643
"939709477","KT698055.1",134,0,1,641,624,508,525,508,641
"939709449","KT698053.1",134,0,1,642,625,509,526,509,642
"939709421","KT698051.1",134,0,1,641,624,508,525,508,641
"939709407","KT698050.1",134,0,1,643,626,510,527,510,643
"939709379","KT698048.1",134,0,1,643,626,510,527,510,643
"939709365","KT698047.1",134,0,1,643,626,510,527,510,643
"939709323","KT698044.1",134,0,1,642,625,509,526,509,642
"939709309","KT698043.1",134,0,1,641,624,508,525,508,641
"939709295","KT698042.1",134,0,1,642,625,509,526,509,642
"939709281","KT698041.1",134,0,1,643,626,510,527,510,643
"910749520","KR019777.1",137,0,1,645,628,509,526,509,645
"910749506","KR019776.1",139,0,1,651,634,513,530,513,651
"844169275","KP756687.1",141,0,1,650,633,510,527,510,650
"983634686","KT003686.1",134,0,1,643,626,510,527,510,643
"959093553","KT203434.1",137,0,1,646,629,510,527,510,646
"821345500","KP400584.1",136,0,1,647,630,512,529,512,647
"1679362932","NC_042504.1",132,0,1,640,623,509,526,509,640
"768320480","KP006330.1",134,0,1,641,624,508,525,508,641
"768320466","KP006329.1",134,0,1,640,623,507,524,507,640
"727354678","KM244770.1",134,0,1,643,626,510,527,510,643
"779775286","KP091436.1",135,0,1,645,628,511,528,511,645
"727354664","KM244769.1",137,0,1,648,631,512,529,512,648
"870898323","KR152643.1",141,0,1,651,634,511,528,511,651
"861000990","KR676447.1",141,0,1,651,634,511,528,511,651
"861000974","KR676446.1",141,0,1,651,634,511,528,511,651
"861000958","KR676445.1",141,0,1,651,634,511,528,511,651
"861000938","KR676444.1",141,0,1,651,634,511,528,511,651
"844169421","KP727646.1",137,0,1,651,634,515,532,515,651
"836552700","KJ128289.2",134,0,1,643,626,510,527,510,643
"723005580","KM453976.1",134,0,1,645,628,512,529,512,645
"950639227","KT459334.1",134,0,1,641,624,508,525,508,641
"677284693","KJ865755.1",134,0,1,641,624,508,525,508,641
"667805845","NC_021768.2",134,0,1,641,624,508,525,508,641
"667795619","KF006312.2",134,0,1,641,624,508,525,508,641
"662020340","KJ740750.1",134,0,1,644,627,511,528,511,644
"656339282","KJ641617.1",139,0,1,646,629,508,525,508,646
"647734869","KJ617039.1",134,0,1,639,622,506,523,506,639
"758372434","KM921745.1",134,0,1,643,626,510,527,510,643
"755399943","KJ913073.2",141,0,1,652,635,512,529,512,652
"749385102","KP233202.1",135,0,1,647,630,513,530,513,647
"642988111","KJ720818.1",134,0,1,644,627,511,528,511,644
"641803606","KJ619663.1",134,0,1,645,628,512,529,512,645
"597439680","KJ128290.1",134,0,1,645,628,512,529,512,645
"1489953109","MH899131.1",141,0,1,651,634,511,528,511,651
"1489953095","MH899130.1",141,0,1,651,634,511,528,511,651
"1489953067","MH899128.1",141,0,1,651,634,511,528,511,651
"1489953039","MH844510.1",141,0,1,651,634,511,528,511,651
"1489953025","MH844509.1",141,0,1,651,634,511,528,511,651
"1489953011","MH844508.1",141,0,1,651,634,511,528,511,651
"1489952997","MH844507.1",141,0,1,651,634,511,528,511,651
"586946496","KF991391.1",136,0,1,647,630,512,529,512,647
"586598295","KF962934.1",141,0,1,651,634,511,528,511,651
"584458806","KF953911.1",141,0,1,650,633,510,527,510,650
"669174685","KJ748376.1",134,0,1,641,624,508,525,508,641
"745748915","KM881715.1",137,0,1,647,630,511,528,511,647
"745748874","KP091437.1",139,0,1,652,635,514,531,514,652
"705247167","KM100704.1",134,0,1,641,624,508,525,508,641
"705247139","KM100702.1",134,0,1,641,624,508,525,508,641
"705246999","KM100692.1",134,0,1,641,624,508,525,508,641
"705246803","KM100678.1",134,0,1,641,624,508,525,508,641
"705246215","KM100636.1",134,0,1,641,624,508,525,508,641
"705246201","KM100635.1",134,0,1,641,624,508,525,508,641
"705246145","KM100631.1",134,0,1,641,624,508,525,508,641
"705246103","KM100628.1",134,0,1,641,624,508,525,508,641
"705246089","KM100627.1",134,0,1,641,624,508,525,508,641
"705246075","KM100626.1",134,0,1,641,624,508,525,508,641
"705245893","KM100613.1",134,0,1,641,624,508,525,508,641
"729056348","KM364993.1",137,0,1,645,628,509,526,509,645
"729056334","KM364992.1",139,0,1,648,631,510,527,510,648
"729056320","KM364991.1",137,0,1,647,630,511,528,511,647
"729056306","KM364990.1",139,0,1,648,631,510,527,510,648
"729056292","KM364989.1",137,0,1,646,629,510,527,510,646
"729056278","KM364988.1",137,0,1,572,555,436,453,436,572
"729056264","KM364987.1",137,0,1,646,629,510,527,510,646
"729056250","KM364986.1",137,0,1,650,633,514,531,514,650
"729056236","KM364985.1",138,0,1,652,635,515,532,515,652
"729056222","KM364984.1",137,0,1,571,554,435,452,435,571
"729056208","KM364983.1",137,0,1,646,629,510,527,510,646
"729056194","KM364982.1",137,0,1,650,633,514,531,514,650
"729055996","KM435072.1",137,0,1,552,535,416,433,416,552
"729055982","KM361353.1",137,0,1,646,629,510,527,510,646
"727826589","KM507724.1",132,0,1,646,629,515,532,515,646
"576598209","KF894490.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598207","KF894489.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598205","KF894488.1",134,1,0,2568,2551,2435,2452,2435,2568
"576598203","KF894487.1",134,1,0,2568,2551,2435,2452,2435,2568
"576598201","KF894486.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598199","KF894485.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598197","KF894484.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598195","KF894483.1",134,1,0,2522,2505,2389,2406,2389,2522
"576598193","KF894482.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598191","KF894481.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598189","KF894480.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598187","KF894479.1",134,1,0,2433,2416,2300,2317,2300,2433
"576598185","KF894478.1",134,1,0,2430,2413,2297,2314,2297,2430
"576598183","KF894477.1",134,1,0,2430,2413,2297,2314,2297,2430
"576598181","KF894476.1",134,1,0,2522,2505,2389,2406,2389,2522
"576598179","KF894475.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598177","KF894474.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598175","KF894473.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598173","KF894472.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598171","KF894471.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598169","KF894470.1",134,1,0,2430,2413,2297,2314,2297,2430
"576598167","KF894469.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598165","KF894468.1",134,1,0,2568,2551,2435,2452,2435,2568
"576598163","KF894467.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598161","KF894466.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598159","KF894465.1",134,1,0,2522,2505,2389,2406,2389,2522
"576598157","KF894464.1",134,1,0,2612,2595,2479,2496,2479,2612
"576598155","KF894463.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598153","KF894462.1",134,1,0,2612,2595,2479,2496,2479,2612
"576598151","KF894461.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598149","KF894460.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598147","KF894459.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598145","KF894458.1",134,1,0,2612,2595,2479,2496,2479,2612
"576598143","KF894457.1",134,1,0,2612,2595,2479,2496,2479,2612
"576598141","KF894456.1",134,1,0,2568,2551,2435,2452,2435,2568
"576598139","KF894455.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598137","KF894454.1",134,1,0,2567,2550,2434,2451,2434,2567
"576598123","KF894491.1",134,1,0,3687,3670,3554,3571,3554,3687
"723456170","KM489157.1",134,0,1,645,628,512,529,512,645
"574585083","KF751650.1",137,0,1,649,632,513,530,513,649
"564735827","KF728380.1",134,0,1,644,627,511,528,511,644
"557639966","KF648507.1",141,0,1,650,633,510,527,510,650
"1540627085","MH648005.1",134,0,1,641,624,508,525,508,641
"557469666","KF623030.1",141,0,1,651,634,511,528,511,651
"698173668","KM434158.1",134,0,1,644,627,511,528,511,644
"557469652","KF612341.1",134,0,1,644,627,511,528,511,644
"554618767","AB560493.1",134,0,1,642,625,509,526,509,642
"554618753","AB560492.1",134,0,1,641,624,508,525,508,641
"554618725","AB560490.1",134,1,0,647,630,514,531,514,647
"511773189","KC845548.1",134,0,1,644,627,511,528,511,644
"482678269","KC633222.1",139,0,1,648,631,510,527,510,648
"576864484","KF801102.1",134,0,1,1706,1689,1573,1590,1573,1706
"557637667","KF646786.1",134,0,1,642,625,509,526,509,642
"560188075","KF709642.1",137,0,1,643,626,507,524,507,643
"554791695","KF534708.1",136,0,1,646,629,511,528,511,646
"545746570","KF381507.1",136,0,1,648,631,513,530,513,648
"545690073","KF356249.1",134,0,1,642,625,509,526,509,642
"554521616","KF482070.1",138,0,1,648,631,511,528,511,648
"475653215","JX241047.1",137,0,1,325,308,189,206,189,325
"597439652","KJ140136.1",136,0,1,646,629,511,528,511,646
"593023763","KF956523.1",134,0,1,644,627,511,528,511,644
"557639980","KF648508.1",141,0,1,652,635,512,529,512,652
"594201440","KF318309.2",140,0,1,651,634,512,529,512,651
"594009632","HG942172.1",137,0,1,653,636,517,534,517,653
"472833586","KC526959.1",139,0,1,648,631,510,527,510,648
"2104505620","NC_057977.1",139,0,1,648,631,510,527,510,648
"2104505606","NC_057976.1",139,0,1,645,628,507,524,507,645
"456368036","KC470543.1",134,0,1,644,627,511,528,511,644
"456582000","KC196067.2",139,0,1,648,631,510,527,510,648
"409107907","JX827259.1",134,0,1,645,628,512,529,512,645
"545484238","KF413894.1",137,0,1,911,894,775,792,775,911
"531991339","KF111728.1",134,0,1,641,624,508,525,508,641
"519129308","KC914434.1",141,0,1,652,635,512,529,512,652
"519129294","KC914433.1",139,0,1,650,633,512,529,512,650
"523500696","KC992792.1",137,0,1,645,628,509,526,509,645
"2088247198","NC_057097.1",137,0,1,643,626,507,524,507,643
"387763723","JQ693102.1",132,0,1,640,623,509,526,509,640
"374675188","JN703261.1",134,0,1,482,465,349,366,349,482
"357933679","JQ034406.1",141,0,1,652,635,512,529,512,652
"356578591","HQ645969.1",134,0,1,139,122,6,23,6,139
"409974535","JX524174.1",140,0,1,651,634,512,529,512,651
"409107921","JX827260.1",140,0,1,649,632,510,527,510,649
"402479304","JX392983.1",137,0,1,646,629,510,527,510,646
"347349332","JF773765.1",135,0,1,486,469,352,369,352,486
"347349331","JF773764.1",135,0,1,486,469,352,369,352,486
"347349330","JF773763.1",133,0,1,484,467,352,369,352,484
"347349329","JF773762.1",134,0,1,482,465,349,366,349,482
"347349327","JF773760.1",134,0,1,484,467,351,368,351,484
"300677037","GU130670.1",134,0,1,597,580,464,481,464,597
"300677036","GU130669.1",134,0,1,596,579,463,480,463,596
"300677035","GU130668.1",134,0,1,596,579,463,480,463,596
"300677034","GU130667.1",134,0,1,596,579,463,480,463,596
"300677033","GU130666.1",134,0,1,596,579,463,480,463,596
"300677032","GU130665.1",134,0,1,584,567,451,468,451,584
"300677031","GU130664.1",134,0,1,585,568,452,469,452,585
"300677030","GU130663.1",134,0,1,598,581,465,482,465,598
"300677029","GU130662.1",134,0,1,588,571,455,472,455,588
"300677028","GU130661.1",134,0,1,596,579,463,480,463,596
"300677027","GU130660.1",134,0,1,591,574,458,475,458,591
"300677026","GU130659.1",134,0,1,596,579,463,480,463,596
"300677025","GU130658.1",134,0,1,591,574,458,475,458,591
"300677023","GU130656.1",134,0,1,596,579,463,480,463,596
"300677022","GU130655.1",134,0,1,596,579,463,480,463,596
"300677021","GU130654.1",134,0,1,592,575,459,476,459,592
"300677020","GU130653.1",134,0,1,585,568,452,469,452,585
"300677018","GU130651.1",134,1,0,592,575,459,476,459,592
"300677017","GU130650.1",134,0,1,595,578,462,479,462,595
"300677016","GU130649.1",134,0,1,629,612,496,513,496,629
"300677015","GU130648.1",134,0,1,580,563,447,464,447,580
"300677014","GU130647.1",136,0,1,601,584,466,483,466,601
"300677013","GU130646.1",135,0,1,587,570,453,470,453,587
"300677012","GU130645.1",134,0,1,592,575,459,476,459,592
"300677011","GU130644.1",134,0,1,597,580,464,481,464,597
"300677010","GU130643.1",134,0,1,597,580,464,481,464,597
"300677009","GU130642.1",134,0,1,597,580,464,481,464,597
"300677008","GU130641.1",135,0,1,596,579,462,479,462,596
"300677007","GU130640.1",135,0,1,596,579,462,479,462,596
"300677006","GU130639.1",135,0,1,596,579,462,479,462,596
"300677005","GU130638.1",135,0,1,598,581,464,481,464,598
"300677004","GU130637.1",135,0,1,597,580,463,480,463,597
"300677003","GU130636.1",134,0,1,597,580,464,481,464,597
"300677002","GU130635.1",134,0,1,584,567,451,468,451,584
"300677001","GU130634.1",134,0,1,597,580,464,481,464,597
"300677000","GU130633.1",134,0,1,597,580,464,481,464,597
"300676999","GU130632.1",134,0,1,595,578,462,479,462,595
"300676998","GU130631.1",134,0,1,578,561,445,462,445,578
"300676997","GU130630.1",134,0,1,597,580,464,481,464,597
"300676996","GU130629.1",135,0,1,598,581,464,481,464,598
"300676995","GU130628.1",134,0,1,580,563,447,464,447,580
"300676994","GU130627.1",134,0,1,597,580,464,481,464,597
"300676993","GU130626.1",135,0,1,582,565,448,465,448,582
"300676992","GU130625.1",134,0,1,595,578,462,479,462,595
"300676991","GU130624.1",134,0,1,595,578,462,479,462,595
"300676990","GU130623.1",134,0,1,584,567,451,468,451,584
"300676989","GU130622.1",134,0,1,594,577,461,478,461,594
"300676988","GU130621.1",134,0,1,595,578,462,479,462,595
"300676987","GU130620.1",134,0,1,588,571,455,472,455,588
"300676986","GU130619.1",134,0,1,588,571,455,472,455,588
"300676985","GU130618.1",134,0,1,588,571,455,472,455,588
"300676984","GU130617.1",134,0,1,590,573,457,474,457,590
"300676983","GU130616.1",134,0,1,590,573,457,474,457,590
"300676982","GU130615.1",134,0,1,589,572,456,473,456,589
"300676981","GU130614.1",134,0,1,590,573,457,474,457,590
"300676980","GU130613.1",134,0,1,587,570,454,471,454,587
"300676979","GU130612.1",134,0,1,589,572,456,473,456,589
"300676978","GU130611.1",134,0,1,590,573,457,474,457,590
"300676977","GU130610.1",135,0,1,588,571,454,471,454,588
"300676976","GU130609.1",138,0,1,591,574,454,471,454,591
"300676974","GU130607.1",134,0,1,589,572,456,473,456,589
"300676973","GU130606.1",134,0,1,590,573,457,474,457,590
"300676972","GU130605.1",134,0,1,589,572,456,473,456,589
"300676971","GU130604.1",134,0,1,587,570,454,471,454,587
"300676970","GU130603.1",134,0,1,589,572,456,473,456,589
"300676969","GU130602.1",133,0,1,588,571,456,473,456,588
"300676968","GU130601.1",134,0,1,588,571,455,472,455,588
"300676965","GU130598.1",136,0,1,590,573,455,472,455,590
"298110929","HM147141.1",134,0,1,22972,22955,22839,22856,22839,22972
"298110915","HM147140.1",134,0,1,642,625,509,526,509,642
"298110901","HM147139.1",134,0,1,638,621,505,522,505,638
"298110887","HM147138.1",134,0,1,641,624,508,525,508,641
"299829033","NC_014285.1",135,0,1,644,627,510,527,510,644
"298110859","HM147136.1",135,0,1,644,627,510,527,510,644
"298110845","HM147135.1",135,0,1,644,627,510,527,510,644
"126095412","EF081278.1",140,0,1,610,593,471,488,471,610
"126095411","EF081277.1",140,0,1,610,593,471,488,471,610
"126095410","EF081276.1",140,0,1,610,593,471,488,471,610
"126095406","EF081272.1",141,0,1,611,594,471,488,471,611
"126095405","EF081271.1",141,0,1,611,594,471,488,471,611
"126095403","EF081269.1",140,0,1,610,593,471,488,471,610
"126095402","EF081268.1",141,0,1,611,594,471,488,471,611
"126095401","EF081267.1",141,0,1,611,594,471,488,471,611
"126095400","EF081266.1",141,0,1,611,594,471,488,471,611
"126095399","EF081265.1",141,0,1,611,594,471,488,471,611
"126095398","EF081264.1",141,0,1,611,594,471,488,471,611
"126095397","EF081263.1",141,0,1,611,594,471,488,471,611
"126095396","EF081262.1",141,0,1,611,594,471,488,471,611
"126095395","EF081261.1",141,0,1,611,594,471,488,471,611
"157384598","EF667482.1",134,0,1,598,581,465,482,465,598
"157384597","EF667481.1",136,0,1,598,581,463,480,463,598
"157384596","EF667480.1",136,0,1,598,581,463,480,463,598
"157384595","EF667479.1",136,0,1,598,581,463,480,463,598
"157384594","EF667478.1",136,0,1,598,581,463,480,463,598
"129279365","EF100189.1",141,0,1,609,592,469,486,469,609
"129279364","EF100188.1",140,0,1,610,593,471,488,471,610
"129279363","EF100187.1",141,0,1,611,594,471,488,471,611
"129279362","EF100186.1",141,0,1,611,594,471,488,471,611
"129279361","EF100185.1",141,0,1,611,594,471,488,471,611
"129279360","EF100184.1",141,0,1,611,594,471,488,471,611
"129279359","EF100183.1",141,0,1,610,593,470,487,470,610
"129279358","EF100182.1",141,0,1,611,594,471,488,471,611
"129279357","EF100181.1",141,0,1,611,594,471,488,471,611
"129279356","EF100180.1",141,0,1,611,594,471,488,471,611
"129279354","EF100178.1",140,0,1,610,593,471,488,471,610
"129279353","EF100177.1",136,0,1,606,589,471,488,471,606
"129279352","EF100176.1",137,0,1,608,591,472,489,472,608
"129279351","EF100175.1",138,0,1,609,592,472,489,472,609
"129279350","EF100174.1",137,0,1,607,590,471,488,471,607
"41216606","AY525783.1",140,0,1,650,633,511,528,511,650
"37722036","AY147898.1",137,0,1,402,385,266,283,266,402
"37722035","AY147897.1",134,0,1,619,602,486,503,486,619
"37722027","AY147889.1",134,0,1,588,571,455,472,455,588
"37722025","AY147887.1",134,1,0,619,602,486,503,486,619
"37722024","AY147886.1",134,0,1,616,599,483,500,483,616
"37722022","AY147884.1",134,0,1,586,569,453,470,453,586
"33317262","AF448029.1",135,0,1,574,557,440,457,440,574
"33317261","AF448028.1",137,0,1,578,561,442,459,442,578
"33317260","AF448027.1",140,0,1,591,574,452,469,452,591
"33317258","AF448025.1",140,0,1,580,563,441,458,441,580
"33317257","AF448024.1",137,0,1,577,560,441,458,441,577
"33317256","AF448023.1",134,0,1,575,558,442,459,442,575
"33317255","AF448022.1",134,0,1,574,557,441,458,441,574
"33317254","AF448021.1",134,0,1,574,557,441,458,441,574
"33317253","AF448020.1",135,0,1,579,562,445,462,445,579
"33317252","AF448019.1",137,0,1,581,564,445,462,445,581
"33317251","AF448018.1",134,0,1,572,555,439,456,439,572
"33317250","AF448017.1",134,0,1,572,555,439,456,439,572
"33317249","AF448016.1",136,0,1,577,560,442,459,442,577
"33317248","AF448015.1",136,0,1,577,560,442,459,442,577
"33317247","AF448014.1",136,0,1,577,560,442,459,442,577
"33317245","AF448012.1",141,0,1,583,566,443,460,443,583
"33317244","AF448011.1",141,0,1,583,566,443,460,443,583
"33317243","AF448010.1",140,0,1,581,564,442,459,442,581
"33317242","AF448009.1",141,0,1,581,564,441,458,441,581
"33317240","AF448007.1",137,0,1,576,559,440,457,440,576
"33317239","AF448006.1",137,0,1,576,559,440,457,440,576
"33317238","AF448005.1",137,0,1,577,560,441,458,441,577
"33317234","AF448001.1",137,0,1,577,560,441,458,441,577
"33317233","AF448000.1",137,0,1,578,561,442,459,442,578
"33317231","AF447998.1",134,0,1,574,557,441,458,441,574
"33317230","AF447997.1",139,0,1,582,565,444,461,444,582
"33317229","AF447996.1",139,0,1,583,566,445,462,445,583
"33317227","AF447994.1",140,0,1,580,563,441,458,441,580
"33317226","AF447993.1",138,0,1,577,560,440,457,440,577
"33317225","AF447992.1",139,0,1,579,562,441,458,441,579
"33317224","AF447991.1",137,0,1,576,559,440,457,440,576
"33317223","AF447990.1",134,0,1,572,555,439,456,439,572
"33317221","AF447988.1",135,0,1,578,561,444,461,444,578
"33317220","AF447987.1",134,0,1,575,558,442,459,442,575
"33317219","AF447986.1",137,0,1,581,564,445,462,445,581
"49066381","AY597334.1",137,0,1,647,630,511,528,511,647
"16030050","AJ310141.1",134,0,1,641,624,508,525,508,641
"16026852","AJ310140.1",133,0,1,642,625,510,527,510,642
"4186095","Y18134.1",134,0,1,641,624,508,525,508,641
"3618230","Y16067.1",134,0,1,14497,14480,14364,14381,14364,14497
"4406269","AF106038.1",141,0,1,652,635,512,529,512,652
"3582409","AB015962.1",134,0,1,641,624,508,525,508,641
NA,"MZ417389.1",132,0,2,644,627,513,530,513,644
NA,"LC661316.1",132,0,2,513,496,382,399,382,513
"2119031517","LC654227.1",134,0,2,510,493,377,394,377,510
NA,"NC_059941.1",132,0,2,639,622,508,525,508,639
"2020640451","MT274570.1",134,0,2,642,625,509,526,509,642
"2064684395","LC640082.1",134,0,2,512,495,379,396,379,512
"1878349324","NC_049881.1",134,0,2,642,625,509,526,509,642
"1747255367","NC_044745.1",134,0,2,643,626,510,527,510,643
"1594414436","AP019519.1",134,0,2,643,626,510,527,510,643
"1515576509","MH377794.1",134,0,2,326,309,193,210,193,326
"1471158145","MH823675.1",134,0,2,641,624,508,525,508,641
"1509841926","NC_039629.1",134,0,2,640,623,507,524,507,640
"1393832737","MH248241.1",132,0,2,323,306,192,209,192,323
"1393832726","MH248230.1",134,0,2,326,309,193,210,193,326
"1393832723","MH248227.1",134,0,2,326,309,193,210,193,326
"1350922111","MF872726.1",134,0,2,642,625,509,526,509,642
"1026245045","KU721837.1",135,0,2,663,646,529,546,529,663
"1025626179","KU904394.1",134,0,2,643,626,510,527,510,643
"1078190933","KU892589.1",135,0,2,648,631,514,531,514,648
"995896618","KT852575.1",134,0,2,643,626,510,527,510,643
"991820383","KU057952.1",135,0,2,642,625,508,525,508,642
"939709575","KT698062.1",134,0,2,641,624,508,525,508,641
"939709547","KT698060.1",134,0,2,641,624,508,525,508,641
"939709519","KT698058.1",134,0,2,641,624,508,525,508,641
"939709505","KT698057.1",134,0,2,641,624,508,525,508,641
"939709463","KT698054.1",134,0,2,641,624,508,525,508,641
"939709435","KT698052.1",134,0,2,641,624,508,525,508,641
"939709393","KT698049.1",134,0,2,641,624,508,525,508,641
"939709351","KT698046.1",134,0,2,641,624,508,525,508,641
"939709337","KT698045.1",134,0,2,643,626,510,527,510,643
"939709267","KT698040.1",134,0,2,641,624,508,525,508,641
"939709253","KT698039.1",134,0,2,641,624,508,525,508,641
"936227572","KT337317.1",134,0,2,642,625,509,526,509,642
"983634700","KT003687.1",134,0,2,642,625,509,526,509,642
"685161434","KM370325.1",135,0,2,646,629,512,529,512,646
"1496231282","MH729809.1",134,0,2,779,762,646,663,646,779
"586598229","KF962053.1",134,0,2,645,628,512,529,512,645
"576597710","KF889325.1",134,0,2,640,623,507,524,507,640
"575772142","KF840390.1",139,0,2,647,630,509,526,509,647
"557637653","KF646785.1",134,0,2,643,626,510,527,510,643
"697994303","KM386678.1",132,0,2,647,630,516,533,516,647
"482678255","KC633221.1",134,0,2,642,625,509,526,509,642
"556562302","KF569943.1",134,0,2,642,625,509,526,509,642
"558614033","KF679782.1",134,0,2,642,625,509,526,509,642
"396580865","JX162601.1",134,0,2,642,625,509,526,509,642
"378925663","JQ434458.1",134,0,2,642,625,509,526,509,642
"371925347","JQ082337.1",134,0,2,643,626,510,527,510,643
"300677019","GU130652.1",134,0,0,581,564,448,465,448,581
"300676966","GU130599.1",133,0,2,587,570,455,472,455,587
"226247217","FJ853422.1",134,0,2,642,625,509,526,509,642
"169640926","EU528659.1",135,0,2,641,624,507,524,507,641
"129279349","EF100173.1",132,0,2,599,582,468,485,468,599
"37722029","AY147891.1",134,0,2,613,596,480,497,480,613
"37722028","AY147890.1",134,0,2,615,598,482,499,482,615
"33317246","AF448013.1",135,0,2,594,577,460,477,460,594
"33317236","AF448003.1",132,0,2,575,558,444,461,444,575
"33317228","AF447995.1",132,0,2,572,555,441,458,441,572
NA,"OK054503.1",134,1,1,642,625,509,526,509,642
NA,"OK054502.1",134,1,1,642,625,509,526,509,642
NA,"OM509565.1",141,1,1,330,313,190,207,190,330
NA,"MH166798.1",134,1,1,643,626,510,527,510,643
NA,"MH166797.1",134,1,1,643,626,510,527,510,643
NA,"MH166796.1",134,1,1,643,626,510,527,510,643
