"gi","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop","database","taxid","species","superkingdom","kingdom","phylum","subphylum","superclass","class","subclass","order","family","subfamily","genus","infraorder","subcohort","superorder","superfamily","tribe","subspecies","subgenus","species.group","parvorder","varietas"
"33317234","AF448001.1",137,0,1,577,560,441,458,441,577,"nt",195312,"Mobula formosana","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"33317233","AF448000.1",137,0,1,578,561,442,459,442,578,"nt",1983395,"Mobula birostris","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"33317231","AF447998.1",134,0,1,574,557,441,458,441,574,"nt",195309,"Hydrolagus mitsukurii","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Hydrolagus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33317230","AF447997.1",139,0,1,582,565,444,461,444,582,"nt",195307,"Himantura uarnak","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Dasyatidae",NA,"Himantura",NA,NA,"Batoidea","Dasyatoidea",NA,NA,NA,NA,NA,NA
"33317229","AF447996.1",139,0,1,583,566,445,462,445,583,"nt",2599772,"Maculabatis gerrardi","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Dasyatidae",NA,"Maculabatis",NA,NA,"Batoidea","Dasyatoidea",NA,NA,NA,NA,NA,NA
"33317227","AF447994.1",140,0,1,580,563,441,458,441,580,"nt",195299,"Telatrygon zugei","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Dasyatidae",NA,"Telatrygon",NA,NA,"Batoidea","Dasyatoidea",NA,NA,NA,NA,NA,NA
"33317226","AF447993.1",138,0,1,577,560,440,457,440,577,"nt",2704969,"Bathytoshia lata","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Dasyatidae",NA,"Bathytoshia",NA,NA,"Batoidea","Dasyatoidea",NA,NA,NA,NA,NA,NA
"33317225","AF447992.1",139,0,1,579,562,441,458,441,579,"nt",195294,"Dasyatis sp. KCCL-2002","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Dasyatidae",NA,"Dasyatis",NA,NA,"Batoidea","Dasyatoidea",NA,NA,NA,NA,NA,NA
"33317224","AF447991.1",137,0,1,576,559,440,457,440,576,"nt",651721,"Neotrygon kuhlii","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Dasyatidae",NA,"Neotrygon",NA,NA,"Batoidea","Dasyatoidea",NA,NA,NA,NA,NA,NA
"33317223","AF447990.1",134,0,1,572,555,439,456,439,572,"nt",134990,"Chimaera phantasma","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Chimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33317221","AF447988.1",135,0,1,578,561,444,461,444,578,"nt",195290,"Anoxypristis cuspidata","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rhinopristiformes","Pristidae",NA,"Anoxypristis",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"33317220","AF447987.1",134,0,1,575,558,442,459,442,575,"nt",57980,"Alopias superciliosus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Lamniformes","Alopiidae","Alopiinae","Alopias",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"33317219","AF447986.1",137,0,1,581,564,445,462,445,581,"nt",195284,"Aetoplatea zonura","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Gymnuridae",NA,"Aetoplatea",NA,NA,"Batoidea","Urolophoidea",NA,NA,NA,NA,NA,NA
"49066381","AY597334.1",137,0,1,647,630,511,528,511,647,"nt",195321,"Plesiobatis daviesi","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Plesiobatidae",NA,"Plesiobatis",NA,NA,"Batoidea","Urolophoidea",NA,NA,NA,NA,NA,NA
"16030050","AJ310141.1",134,0,1,641,624,508,525,508,641,"nt",7792,"Heterodontus francisci","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Heterodontiformes","Heterodontidae",NA,"Heterodontus",NA,NA,"Heterodontoidea",NA,NA,NA,NA,NA,NA,NA
"16026852","AJ310140.1",133,0,1,642,625,510,527,510,642,"nt",7871,"Chimaera monstrosa","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Holocephali","Chimaeriformes","Chimaeridae",NA,"Chimaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4186095","Y18134.1",134,0,1,641,624,508,525,508,641,"nt",7797,"Squalus acanthias","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Squalidae",NA,"Squalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3618230","Y16067.1",134,0,1,14497,14480,14364,14381,14364,14497,"nt",7830,"Scyliorhinus canicula","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Scyliorhinus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"4406269","AF106038.1",141,0,1,652,635,512,529,512,652,"nt",386614,"Amblyraja radiata","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Amblyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"3582409","AB015962.1",134,0,1,641,624,508,525,508,641,"nt",79736,"Mustelus manazo","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Triakidae",NA,"Mustelus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
NA,"LC708233.1",135,0,2,532,515,398,415,398,532,"nt",195328,"Rhina ancylostoma","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rhinopristiformes","Rhinidae",NA,"Rhina",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
NA,"LC708217.1",134,0,2,514,497,381,398,381,514,"nt",1443575,"Galeus nipponensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Galeus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
NA,"LC708216.1",134,0,2,515,498,382,399,382,515,"nt",263709,"Galeus eastmani","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Galeus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
NA,"MZ417389.1",132,0,2,644,627,513,530,513,644,"nt",62965,"Narke japonica","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Torpediniformes","Narkidae",NA,"Narke",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
NA,"LC661316.1",132,0,2,513,496,382,399,382,513,"nt",62965,"Narke japonica","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Torpediniformes","Narkidae",NA,"Narke",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"2119031517","LC654227.1",134,0,2,510,493,377,394,377,510,"nt",30494,"Triakis scyllium","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Triakidae",NA,"Triakis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"2064684395","LC640082.1",134,0,2,512,495,379,396,379,512,"nt",1522375,"Parmaturus pilosus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Parmaturus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
NA,"NC_059941.1",132,0,2,639,622,508,525,508,639,"nt",7788,"Torpedo marmorata","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Torpediniformes","Torpedinidae",NA,"Torpedo",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"2020640451","MT274570.1",134,0,2,642,625,509,526,509,642,"nt",77914,"Galeus melastomus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Galeus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1878349324","NC_049881.1",134,0,2,642,625,509,526,509,642,"nt",77914,"Galeus melastomus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Galeus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1747255367","NC_044745.1",134,0,2,643,626,510,527,510,643,"nt",170820,"Hemiscyllium ocellatum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Hemiscylliidae",NA,"Hemiscyllium",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1594414436","AP019519.1",134,0,2,643,626,510,527,510,643,"nt",137246,"Chiloscyllium punctatum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Hemiscylliidae",NA,"Chiloscyllium",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1515576509","MH377794.1",134,0,2,326,309,193,210,193,326,"nt",7812,"Mustelus canis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Triakidae",NA,"Mustelus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1471158145","MH823675.1",134,0,2,641,624,508,525,508,641,"nt",30501,"Carcharias taurus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Lamniformes","Odontaspididae",NA,"Carcharias",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1509841926","NC_039629.1",134,0,2,640,623,507,524,507,640,"nt",112230,"Mustelus mustelus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Triakidae",NA,"Mustelus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1350922111","MF872726.1",134,0,2,642,625,509,526,509,642,"nt",259920,"Rhincodon typus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Rhincodontidae",NA,"Rhincodon",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1078190933","KU892589.1",135,0,2,648,631,514,531,514,648,"nt",1214693,"Halaelurus buergeri","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Halaelurus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1026245045","KU721837.1",135,0,2,663,646,529,546,529,663,"nt",195328,"Rhina ancylostoma","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rhinopristiformes","Rhinidae",NA,"Rhina",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1025626179","KU904394.1",134,0,2,643,626,510,527,510,643,"nt",7801,"Ginglymostoma cirratum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Ginglymostomatidae",NA,"Ginglymostoma",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"995896618","KT852575.1",134,0,2,643,626,510,527,510,643,"nt",496405,"Nebrius ferrugineus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Ginglymostomatidae",NA,"Nebrius",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"991820383","KU057952.1",135,0,2,642,625,508,525,508,642,"nt",378071,"Stegostoma fasciatum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Stegostomatidae",NA,"Stegostoma",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"936227572","KT337317.1",134,0,2,642,625,509,526,509,642,"nt",30501,"Carcharias taurus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Lamniformes","Odontaspididae",NA,"Carcharias",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"983634700","KT003687.1",134,0,2,642,625,509,526,509,642,"nt",376647,"Hemigaleus microstoma","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Hemigaleidae",NA,"Hemigaleus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709575","KT698062.1",134,0,2,641,624,508,525,508,641,"nt",1213682,"Glyphis fowlerae","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709547","KT698060.1",134,0,2,641,624,508,525,508,641,"nt",1213682,"Glyphis fowlerae","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709519","KT698058.1",134,0,2,641,624,508,525,508,641,"nt",1213683,"Glyphis gangeticus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709505","KT698057.1",134,0,2,641,624,508,525,508,641,"nt",1213682,"Glyphis fowlerae","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709463","KT698054.1",134,0,2,641,624,508,525,508,641,"nt",1213683,"Glyphis gangeticus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709435","KT698052.1",134,0,2,641,624,508,525,508,641,"nt",1739090,"Glyphis siamensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709393","KT698049.1",134,0,2,641,624,508,525,508,641,"nt",1213682,"Glyphis fowlerae","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709351","KT698046.1",134,0,2,641,624,508,525,508,641,"nt",1213683,"Glyphis gangeticus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709337","KT698045.1",134,0,2,643,626,510,527,510,643,"nt",1739093,"Glyphis sp. Pakistan","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709267","KT698040.1",134,0,2,641,624,508,525,508,641,"nt",1213683,"Glyphis gangeticus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"939709253","KT698039.1",134,0,2,641,624,508,525,508,641,"nt",1739093,"Glyphis sp. Pakistan","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Glyphis",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"685161434","KM370325.1",135,0,2,646,629,512,529,512,646,"nt",540279,"Zapteryx exasperata","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rhinopristiformes","Rhinobatidae",NA,"Zapteryx",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1496231282","MH729809.1",134,0,2,779,762,646,663,646,779,"nt",30501,"Carcharias taurus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Lamniformes","Odontaspididae",NA,"Carcharias",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"586598229","KF962053.1",134,0,2,645,628,512,529,512,645,"nt",38578,"Lamna ditropis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Lamniformes","Alopiidae","Lamninae","Lamna",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"576597710","KF889325.1",134,0,2,640,623,507,524,507,640,"nt",89020,"Mustelus griseus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Triakidae",NA,"Mustelus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"575772142","KF840390.1",139,0,2,647,630,509,526,509,647,"nt",1452449,"Himantura microphthalma","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Dasyatidae",NA,"Himantura",NA,NA,"Batoidea","Dasyatoidea",NA,NA,NA,NA,NA,NA
"1393832737","MH248241.1",132,0,2,323,306,192,209,192,323,"nt",1213716,"Torpedo sinuspersici","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Torpediniformes","Torpedinidae",NA,"Torpedo",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1393832726","MH248230.1",134,0,2,326,309,193,210,193,326,"nt",376659,"Mustelus mosis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Triakidae",NA,"Mustelus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1393832723","MH248227.1",134,0,2,326,309,193,210,193,326,"nt",376645,"Chaenogaleus macrostoma","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Hemigaleidae",NA,"Chaenogaleus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"557637653","KF646785.1",134,0,2,643,626,510,527,510,643,"nt",46612,"Carcharhinus leucas","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Carcharhinidae",NA,"Carcharhinus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"697994303","KM386678.1",132,0,2,647,630,516,533,516,647,"nt",1213697,"Narcine entemedor","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Torpediniformes","Narcinidae",NA,"Narcine",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"482678255","KC633221.1",134,0,2,642,625,509,526,509,642,"nt",259920,"Rhincodon typus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Rhincodontidae",NA,"Rhincodon",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"556562302","KF569943.1",134,0,2,642,625,509,526,509,642,"nt",30501,"Carcharias taurus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Lamniformes","Odontaspididae",NA,"Carcharias",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"558614033","KF679782.1",134,0,2,642,625,509,526,509,642,"nt",259920,"Rhincodon typus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Rhincodontidae",NA,"Rhincodon",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"378925663","JQ434458.1",134,0,2,642,625,509,526,509,642,"nt",586796,"Chiloscyllium griseum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Hemiscylliidae",NA,"Chiloscyllium",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"371925347","JQ082337.1",134,0,2,643,626,510,527,510,643,"nt",137246,"Chiloscyllium punctatum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Hemiscylliidae",NA,"Chiloscyllium",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"396580865","JX162601.1",134,0,2,642,625,509,526,509,642,"nt",36176,"Chiloscyllium plagiosum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Hemiscylliidae",NA,"Chiloscyllium",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"300677019","GU130652.1",134,0,0,581,564,448,465,448,581,"nt",648166,"Etmopterus spinax","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Squaliformes","Etmopteridae",NA,"Etmopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300676966","GU130599.1",133,0,2,587,570,455,472,455,587,"nt",263692,"Apristurus longicephalus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Carcharhiniformes","Scyliorhinidae",NA,"Apristurus",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"226247217","FJ853422.1",134,0,2,642,625,509,526,509,642,"nt",36176,"Chiloscyllium plagiosum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Hemiscylliidae",NA,"Chiloscyllium",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"129279349","EF100173.1",132,0,2,599,582,468,485,468,599,"nt",7788,"Torpedo marmorata","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Torpediniformes","Torpedinidae",NA,"Torpedo",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"169640926","EU528659.1",135,0,2,641,624,507,524,507,641,"nt",57987,"Mitsukurina owstoni","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Lamniformes","Mitsukurinidae",NA,"Mitsukurina",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"37722029","AY147891.1",134,0,2,613,596,480,497,480,613,"nt",30501,"Carcharias taurus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Lamniformes","Odontaspididae",NA,"Carcharias",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"37722028","AY147890.1",134,0,2,615,598,482,499,482,615,"nt",7801,"Ginglymostoma cirratum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Ginglymostomatidae",NA,"Ginglymostoma",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"33317246","AF448013.1",135,0,2,594,577,460,477,460,594,"nt",195328,"Rhina ancylostoma","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rhinopristiformes","Rhinidae",NA,"Rhina",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"33317236","AF448003.1",132,0,2,575,558,444,461,444,575,"nt",62965,"Narke japonica","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Torpediniformes","Narkidae",NA,"Narke",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"33317228","AF447995.1",132,0,2,572,555,441,458,441,572,"nt",195304,"Hexatrygon taiwanensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Hexatrygonidae",NA,"Hexatrygon",NA,NA,"Batoidea","Urolophoidea",NA,NA,NA,NA,NA,NA
NA,"ON185647.1",135,1,1,574,557,440,457,440,574,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_063621.1",134,1,1,642,625,509,526,509,642,"nt",661040,"Squatina oculata","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii",NA,"Squatinidae",NA,"Squatina",NA,NA,"Squatiniformes",NA,NA,NA,NA,NA,NA,NA
NA,"NC_063620.1",134,1,1,642,625,509,526,509,642,"nt",661032,"Squatina aculeata","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii",NA,"Squatinidae",NA,"Squatina",NA,NA,"Squatiniformes",NA,NA,NA,NA,NA,NA,NA
NA,"NC_064111.1",134,1,1,3060,3043,2927,2944,2927,3060,"nt",661044,"Squatina tergocellatoides","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii",NA,"Squatinidae",NA,"Squatina",NA,NA,"Squatiniformes",NA,NA,NA,NA,NA,NA,NA
NA,"OK054503.1",134,1,1,642,625,509,526,509,642,"nt",661040,"Squatina oculata","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii",NA,"Squatinidae",NA,"Squatina",NA,NA,"Squatiniformes",NA,NA,NA,NA,NA,NA,NA
NA,"OK054502.1",134,1,1,642,625,509,526,509,642,"nt",661032,"Squatina aculeata","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii",NA,"Squatinidae",NA,"Squatina",NA,NA,"Squatiniformes",NA,NA,NA,NA,NA,NA,NA
NA,"OM509565.1",141,1,1,330,313,190,207,190,330,"nt",223889,"Leucoraja fullonica","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Leucoraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
NA,"MH166798.1",134,1,1,643,626,510,527,510,643,"nt",263718,"Squatina squatina","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii",NA,"Squatinidae",NA,"Squatina",NA,NA,"Squatiniformes",NA,NA,NA,NA,NA,NA,NA
