"gi","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop","amplicon_length","taxid","species","superkingdom","kingdom","phylum","subphylum","superclass","class","subclass","order","family","subfamily","genus","infraorder","subcohort","superorder","superfamily","tribe","subspecies","subgenus","species.group","parvorder","varietas"
NA,"OM650034.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650033.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650032.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650031.1",135,0,0,630,613,496,513,496,630,99,34825,"Propithecus verreauxi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OX090952.1",136,0,0,83687179,83687196,83687314,83687297,83687179,83687314,100,10181,"Heterocephalus glaber","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Bathyergidae",NA,"Heterocephalus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OX090971.1",136,0,0,1004,987,869,886,869,1004,100,10181,"Heterocephalus glaber","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Bathyergidae",NA,"Heterocephalus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OX090939.1",136,0,0,1004,987,869,886,869,1004,100,10181,"Heterocephalus glaber","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Bathyergidae",NA,"Heterocephalus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OX090929.1",136,0,0,42604262,42604245,42604127,42604144,42604127,42604262,100,10181,"Heterocephalus glaber","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Bathyergidae",NA,"Heterocephalus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OX090920.1",136,0,0,71505643,71505626,71505508,71505525,71505508,71505643,100,10181,"Heterocephalus glaber","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Bathyergidae",NA,"Heterocephalus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OK323274.1",135,0,0,626,609,492,509,492,626,99,269649,"Chionomys nivalis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Cricetidae","Arvicolinae","Chionomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OK323273.1",135,0,0,626,609,492,509,492,626,99,269649,"Chionomys nivalis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Cricetidae","Arvicolinae","Chionomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OK323272.1",135,0,0,625,608,491,508,491,625,99,269649,"Chionomys nivalis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Cricetidae","Arvicolinae","Chionomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OK323271.1",135,0,0,625,608,491,508,491,625,99,269650,"Chionomys roberti","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Cricetidae","Arvicolinae","Chionomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OK323270.1",135,0,0,625,608,491,508,491,625,99,269650,"Chionomys roberti","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Cricetidae","Arvicolinae","Chionomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OK323269.1",135,0,0,625,608,491,508,491,625,99,269650,"Chionomys roberti","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Cricetidae","Arvicolinae","Chionomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ540029.1",134,0,0,622,605,489,506,489,622,98,2866131,"Acomys mullah","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Deomyinae","Acomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ540028.1",134,0,0,621,604,488,505,488,621,98,60743,"Acomys sp.","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Deomyinae","Acomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ131560.1",135,0,0,631,614,497,514,497,631,99,2954920,"Chingawaemys sp. LAV1667","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Chingawaemys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ131545.1",135,0,0,630,613,496,513,496,630,99,2866652,"Colomys sp. l TG-2021","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Colomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065071.1",135,0,0,627,610,493,510,493,627,99,337582,"Hylomyscus aeta","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Hylomyscus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065072.1",135,0,0,626,609,492,509,492,626,99,34858,"Hylomyscus alleni","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Hylomyscus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065073.1",135,0,0,627,610,493,510,493,627,99,1427027,"Hylomyscus endorobae","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Hylomyscus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065074.1",135,0,0,627,610,493,510,493,627,99,1680147,"Hylomyscus kerbispeterhansi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Hylomyscus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065075.1",135,0,0,629,612,495,512,495,629,99,209855,"Hylomyscus parvus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Hylomyscus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"ON380917.1",135,0,0,626,609,492,509,492,626,99,121566,"Lemniscomys rosalia","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Lemniscomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065079.1",135,0,0,631,614,497,514,497,631,99,2819595,"Mastomys angolensis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Mastomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ131551.1",135,0,0,629,612,495,512,495,629,99,35658,"Mastomys coucha","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Mastomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065076.1",135,0,0,628,611,494,511,494,628,99,41268,"Mastomys erythroleucus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Mastomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065077.1",135,0,0,628,611,494,511,494,628,99,485425,"Mastomys kollmannspergeri","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Mastomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ131554.1",135,0,0,628,611,494,511,494,628,99,10112,"Mastomys natalensis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Mastomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065080.1",135,0,0,628,611,494,511,494,628,99,485437,"Myomyscus brockmani","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Myomyscus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ131558.1",135,0,0,622,605,488,505,488,622,99,2042645,"Myomyscus sp. ETH0898","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Myomyscus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065081.1",135,0,0,625,608,491,508,491,625,99,485438,"Myomyscus verreauxii","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Myomyscus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ131561.1",135,0,0,627,610,493,510,493,627,99,2954914,"Praomys daltoni complex sp. clade A","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Praomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ131562.1",135,0,0,631,614,497,514,497,631,99,2954915,"Praomys daltoni complex sp. clade C1","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Praomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ131563.1",135,0,0,630,613,496,513,496,630,99,2954916,"Praomys daltoni complex sp. ecotype derooi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Praomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065082.1",135,0,0,629,612,495,512,495,629,99,209864,"Praomys hartwigi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Praomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065083.1",135,0,0,628,611,494,511,494,628,99,209866,"Praomys jacksoni","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Praomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ131566.1",136,0,0,628,611,493,510,493,628,100,666514,"Praomys lukolelae","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Praomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065084.1",135,0,0,628,611,494,511,494,628,99,666515,"Praomys minor","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Praomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065085.1",135,0,0,626,609,492,509,492,626,99,1116255,"Praomys morio","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Praomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"MZ131569.1",135,0,0,627,610,493,510,493,627,99,476587,"Praomys rostratus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Praomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065078.1",135,0,0,628,611,494,511,494,628,99,2912600,"Serengetimys pernanus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Serengetimys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065086.1",138,0,0,638,621,501,518,501,638,102,209873,"Zelotomys hildegardeae","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Zelotomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"XR_007631791.1",137,0,0,2523,2540,2659,2642,2523,2659,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON920699.1",136,0,0,638,621,503,520,503,638,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW625807.1",134,0,0,631,614,498,515,498,631,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW625805.1",134,0,0,631,614,498,515,498,631,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC726204.1",135,0,0,504,487,370,387,370,504,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC726202.1",136,0,0,499,482,364,381,364,499,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC726199.1",136,0,0,506,489,371,388,371,506,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC721527.1",137,0,0,795,778,659,676,659,795,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065829.1",135,0,0,632,615,498,515,498,632,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065812.1",135,0,0,630,613,496,513,496,630,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065811.1",135,0,0,625,608,491,508,491,625,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065810.1",135,0,0,630,613,496,513,496,630,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065807.1",135,0,0,633,616,499,516,499,633,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065788.1",136,0,0,626,609,491,508,491,626,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065787.1",136,0,0,626,609,491,508,491,626,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065762.1",135,0,0,628,611,494,511,494,628,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065750.1",135,0,0,625,608,491,508,491,625,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065749.1",135,0,0,625,608,491,508,491,625,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065693.1",136,0,0,641,624,506,523,506,641,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065691.1",136,0,0,633,616,498,515,498,633,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065690.1",136,0,0,632,615,497,514,497,632,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065689.1",136,0,0,635,618,500,517,500,635,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065688.1",136,0,0,638,621,503,520,503,638,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065687.1",136,0,0,632,615,497,514,497,632,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065686.1",136,0,0,634,617,499,516,499,634,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065685.1",136,0,0,636,619,501,518,501,636,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065684.1",135,0,0,636,619,502,519,502,636,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065683.1",137,0,0,633,616,497,514,497,633,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065682.1",136,0,0,635,618,500,517,500,635,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065681.1",136,0,0,636,619,501,518,501,636,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065680.1",136,0,0,633,616,498,515,498,633,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065677.1",136,0,0,635,618,500,517,500,635,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065676.1",136,0,0,632,615,497,514,497,632,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065675.1",136,0,0,631,614,496,513,496,631,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065673.1",134,0,0,622,605,489,506,489,622,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065663.1",135,0,0,628,611,494,511,494,628,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON859174.1",123,0,0,500,483,378,395,378,500,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON859173.1",123,0,0,500,483,378,395,378,500,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON859172.1",123,0,0,500,483,378,395,378,500,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON859171.1",123,0,0,500,483,378,395,378,500,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON859170.1",124,0,0,500,483,377,394,377,500,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON859140.1",124,0,0,416,399,293,310,293,416,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON859139.1",124,0,0,500,483,377,394,377,500,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC723810.1",135,0,0,507,490,373,390,373,507,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC723805.1",135,0,0,502,485,368,385,368,502,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC723801.1",133,0,0,490,473,358,375,358,490,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC723785.1",135,0,0,500,483,366,383,366,500,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC723784.1",135,0,0,495,478,361,378,361,495,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC499573.2",135,0,0,501,484,367,384,367,501,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC499520.2",135,0,0,499,482,365,382,365,499,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC499393.2",135,0,0,501,484,367,384,367,501,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC499324.2",134,0,0,502,485,369,386,369,502,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC458334.2",135,0,0,499,482,365,382,365,499,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC278266.2",135,0,0,501,484,367,384,367,501,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC278265.2",135,0,0,501,484,367,384,367,501,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC277940.2",136,0,0,508,491,373,390,373,508,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC589576.2",135,0,0,504,487,370,387,370,504,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC579326.2",135,0,0,505,488,371,388,371,505,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC579315.2",135,0,0,502,485,368,385,368,502,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC499595.2",135,0,0,501,484,367,384,367,501,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC499395.2",135,0,0,501,484,367,384,367,501,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC499394.2",135,0,0,501,484,367,384,367,501,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC499243.2",134,0,0,502,485,369,386,369,502,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC385306.2",135,0,0,501,484,367,384,367,501,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC340274.2",135,0,0,501,484,367,384,367,501,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC340201.2",135,0,0,505,488,371,388,371,505,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC579345.2",135,0,0,501,484,367,384,367,501,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ON244033.1",136,0,0,636,619,501,518,501,636,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_065826.1",135,0,1,10483,10500,10617,10600,10483,10617,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW625809.1",134,0,1,632,615,499,516,499,632,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW625808.1",134,0,1,634,617,501,518,501,634,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
